1173,52590,dscw80,1,0,0,0,2,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,8,8,8,8,0,784528,8
1181,38974,dscw80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,195319,1
1181,41187,dscw80,0,0,0,0,0,1,1,1,2,2,3,4,4,4,4,4,4,4,4,4,4,4,5,5,6,6,6,0,11574479,6
1181,49158,dscw80,1,0,2,4,9,12,12,13,16,16,17,19,20,20,21,21,21,21,21,22,22,25,25,26,26,26,26,0,69301559,26
1181,53188,dscw80,1,0,4,24,39,56,70,79,88,96,99,105,106,107,108,112,114,116,117,117,117,117,118,119,119,119,122,0,280595278,122
1181,41187,dscw80,0,0,0,0,1,1,1,1,1,1,2,2,4,5,6,6,6,7,7,7,7,9,10,13,13,13,13,0,11147846,13
1181,41187,dscw80,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,0,518041,3
1181,48590,dscw80,0,0,6,19,23,26,27,29,32,37,41,44,49,52,59,61,62,65,65,65,65,83,86,92,96,98,100,1,154331577,101
1181,48590,dscw80,1,0,5,7,8,10,12,14,15,15,15,17,17,18,19,19,20,20,20,20,20,23,23,23,23,23,23,1,14883096,24
1173,44035,dscw80,0,0,0,0,1,16,41,89,156,212,296,358,437,516,596,651,698,752,798,835,874,1132,1280,1421,1497,1532,1571,12,4582159797,1583
1173,44035,dscw80,1,0,0,3,20,55,85,123,168,212,251,278,311,335,364,380,395,411,429,437,447,489,506,523,526,528,528,3,951069076,531
1173,46548,dscw80,0,0,0,0,0,0,3,5,8,11,16,17,19,21,23,25,28,28,29,32,34,36,39,40,41,41,42,0,98330914,42
1173,46548,dscw80,1,0,0,0,0,0,2,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,8322014,5
1181,44636,dscw80,0,0,0,0,0,0,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,7854848,3
1181,50566,dscw80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,3,3,3,3,3,3,1,3838559,4
1173,41409,dscw80,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,5,8,8,10,13,13,13,13,13,1,32167014,14
1173,41409,dscw80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1699548,1
1181,39888,dscw80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,0,507589,2
1173,46626,dscw80,0,0,0,0,0,0,2,5,13,16,25,42,52,66,79,91,104,118,129,143,154,255,296,338,358,366,376,3,894946187,379
1173,46626,dscw80,1,0,0,0,0,0,1,5,7,7,12,16,20,25,32,38,40,48,52,54,58,75,79,90,96,97,100,1,94362005,101
1181,36533,dscw80,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,4,5,5,0,8542288,5
1181,53188,dscw80,0,0,0,10,21,39,60,84,98,113,122,129,136,142,144,146,151,155,159,162,165,202,220,241,249,251,255,2,714774693,257
1181,53188,dscw80,1,0,4,25,53,71,77,86,95,103,105,111,112,114,116,121,124,125,126,127,128,140,144,148,150,151,154,1,364796523,155
1173,49440,dscw80,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,0,11895428,2
1173,45169,dscw80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,14,17,18,18,18,18,0,60686634,18
1173,45169,dscw80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,4,4,4,4,4,4,0,18263232,4
1173,49429,dscw80,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,3,3,3,3,7,9,11,11,11,11,0,62714824,11
1181,47632,dscw80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,591690,1
1173,49054,dscw80,0,0,0,0,0,0,1,1,3,4,4,5,10,11,15,17,17,17,19,20,22,25,25,30,34,35,35,5,70219333,40
1173,49054,dscw80,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,2,86283,5
1173,38974,dscw80,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,5,5,5,5,5,5,9,9,9,9,9,9,0,22562233,9
1181,38580,dscw80,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,21711527,3
1181,52978,dscw80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,3,3,3,0,1317014,3
1173,52590,dscw80,0,0,0,0,13,71,150,216,292,343,409,467,516,547,583,627,653,682,708,729,751,878,932,979,1006,1023,1046,8,2834316515,1054
1173,52590,dscw80,1,0,0,0,12,37,63,75,92,105,117,124,136,149,163,169,176,181,186,190,194,210,217,224,228,230,231,2,340749329,233
1181,44737,dscw80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,769849,1
1173,50298,dscw80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,6,6,6,8,0,23841821,8
1173,51174,dscw80,0,0,0,0,0,0,0,1,3,4,8,10,21,27,30,32,34,38,41,41,43,52,56,59,62,64,65,0,92549877,65
1173,51174,dscw80,1,0,0,0,0,0,0,0,0,0,0,2,2,3,3,4,4,6,8,8,9,9,9,11,11,11,11,0,6380093,11
1173,48590,dscw80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,0,2359415,3
1181,40557,dscw80,0,0,0,0,1,1,1,1,1,1,2,3,3,3,4,6,6,8,9,10,11,18,24,25,25,25,25,0,41358864,25
1181,40557,dscw80,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,0,599514,2
1181,49282,dscw80,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,665311,1
1181,49634,dscw80,0,0,0,0,0,1,5,10,13,14,18,20,21,22,23,23,24,24,25,25,26,29,29,34,35,37,38,0,76709198,38
1181,49634,dscw80,1,0,0,0,0,1,2,2,2,2,2,3,3,4,4,4,4,5,5,5,5,6,6,6,6,6,6,0,878325,6
1181,53419,dscw80,0,1,19,48,103,214,363,519,650,763,844,915,982,1024,1072,1110,1141,1153,1175,1196,1215,1338,1393,1441,1471,1482,1491,15,4413961420,1506
1181,53419,dscw80,1,7,17,44,104,182,268,318,365,395,423,437,449,465,478,487,498,501,506,510,514,535,542,547,551,553,554,10,958554539,564
1181,49158,dscw80,0,1,17,86,169,255,361,464,597,694,808,890,950,996,1035,1076,1110,1151,1188,1215,1236,1368,1453,1520,1552,1572,1603,14,4377559291,1617
1181,49158,dscw80,1,3,27,65,122,169,230,294,345,381,419,445,472,495,514,534,543,552,561,565,573,609,618,625,629,632,639,1,1157879555,640
1181,51906,dscw80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,0,2014749,3
1173,50463,dscw80,0,0,0,0,0,3,10,24,34,50,60,69,72,77,84,90,96,96,101,103,103,119,125,132,133,133,133,0,382732721,133
1173,50463,dscw80,1,0,0,0,0,1,3,5,6,7,7,8,8,9,9,9,9,9,9,9,9,11,11,12,12,12,12,0,19925591,12
1173,53188,dscw80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,1,2465367,4
1173,43663,dscw80,0,0,0,0,0,0,2,5,15,30,39,51,60,77,92,99,112,121,128,136,141,172,181,187,191,193,195,1,591467157,196
1173,43663,dscw80,1,0,0,0,0,0,0,5,6,8,8,10,10,10,10,11,12,12,12,12,12,15,15,15,15,15,15,0,6389789,15
1181,44035,dscw80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,0,12211539,2
1181,44035,dscw80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,5847319,2
1181,47698,dscw80,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,258026,1
1181,41408,dscw80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,257643,1
1181,41409,dscw80,0,0,0,0,0,0,0,1,2,2,3,5,7,11,15,16,16,16,18,20,20,24,24,24,24,24,24,0,61097136,24
1181,41409,dscw80,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,869589,1
1181,49257,dscw80,0,0,0,0,1,2,3,3,4,6,7,7,8,9,9,9,10,10,11,11,11,13,14,14,15,15,16,0,56827135,16
1181,49257,dscw80,1,0,0,1,1,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,18822207,5
1173,52978,dscw80,0,0,0,0,2,29,81,118,154,210,269,348,444,528,617,700,769,823,890,935,977,1294,1438,1573,1634,1665,1708,8,4317084069,1716
1173,52978,dscw80,1,0,0,0,2,7,21,27,37,42,52,65,79,92,104,109,115,122,129,137,138,168,179,189,190,191,191,3,260574351,194
1173,44737,dscw80,0,0,0,0,0,0,0,3,4,6,6,7,11,14,20,23,23,28,31,34,39,61,79,91,92,94,95,0,196359499,95
1173,44737,dscw80,1,0,0,0,0,2,3,5,5,5,6,7,7,8,9,9,10,12,13,13,14,17,17,18,18,18,18,0,34193076,18
1173,44912,dscw80,0,0,0,0,0,0,3,11,22,37,46,67,81,97,117,129,139,153,166,180,192,265,291,323,342,352,358,1,1022228007,359
1173,44912,dscw80,1,0,0,0,2,4,7,11,20,25,32,39,40,42,45,49,52,55,56,57,59,75,76,79,80,80,80,1,89748957,81
1173,46321,dscw80,0,0,0,0,0,0,0,0,0,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,7213234,4
1181,46626,dscw80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,5267508,1
1173,47733,dscw80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,6,7,9,11,15,19,21,21,21,21,1,64046725,22
1173,47733,dscw80,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,5,5,5,6,6,6,6,6,6,0,781053,6
1181,51472,dscw80,0,0,0,0,0,0,0,1,3,4,4,5,6,8,10,11,13,14,16,19,21,45,52,63,64,67,72,1,81893876,73
1181,51472,dscw80,1,0,0,0,0,0,0,1,1,1,1,1,1,1,3,3,3,3,3,3,5,13,15,18,21,21,22,1,2959492,23
1181,49440,dscw80,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,0,2804393,4
1181,49440,dscw80,1,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,0,517792,3
1181,52262,dscw80,0,0,0,0,0,2,2,7,8,9,9,11,12,12,13,13,14,14,14,14,15,16,17,18,18,18,18,0,82627794,18
1181,52262,dscw80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,257671,1
1181,37241,dscw80,0,1,9,19,21,21,22,24,29,37,45,55,66,82,92,98,106,111,124,131,139,177,198,215,224,226,228,1,542439687,229
1181,37241,dscw80,1,8,10,10,10,10,10,13,17,18,19,21,23,27,28,28,28,29,30,30,31,38,41,43,44,44,44,0,52792816,44
1181,47742,dscw80,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,3,3,5,6,7,7,0,21138861,7
1173,49634,dscw80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,6,7,8,12,14,17,19,20,20,0,40928475,20
1173,49634,dscw80,1,0,0,0,0,0,0,0,0,0,0,1,1,2,5,6,7,7,7,7,7,9,9,9,9,9,9,0,976347,9
1181,38974,dscw80,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,4,4,0,1942624,4
1181,38974,dscw80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,0,548475,2
1181,49579,dscw80,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,257364,1
1181,52590,dscw80,0,0,0,0,0,1,1,1,1,1,1,1,2,2,6,10,10,12,13,13,14,17,19,25,26,27,30,0,40038633,30
1181,52590,dscw80,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,0,319571,3
1181,52559,dscw80,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1816047,1
1181,52559,dscw80,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1740,1
1173,49158,dscw80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,3390218,2
1173,51906,dscw80,0,0,0,0,0,0,0,0,2,4,7,7,7,8,8,13,14,19,21,23,24,36,40,44,53,59,65,1,176937223,66
1173,51906,dscw80,1,0,0,0,0,0,1,1,3,4,4,7,9,9,9,10,10,10,10,10,10,12,13,14,14,14,14,0,17380267,14
1181,50298,dscw80,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,262507,2
1181,51174,dscw80,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,3,5,6,7,8,8,8,9,9,9,9,10,0,4035496,10
1181,51174,dscw80,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,0,35137,2
1173,41409,dscw80,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,4,4,5,7,10,11,11,11,11,1,28796457,12
1173,46626,dscw80,0,0,0,0,0,0,3,16,22,39,51,68,91,112,136,162,198,231,254,274,292,456,515,578,604,617,627,3,1646029320,630
1173,49579,dscw80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,0,5602916,2
1173,51472,dscw80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,7686,1
1181,41408,dscw80,0,0,0,0,0,0,0,2,3,3,4,4,4,4,4,4,4,4,5,5,5,6,6,6,6,6,6,0,29901070,6
1173,45169,dscw80,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,5,5,5,5,5,7,7,7,7,7,0,5925010,7
1181,48590,dscw80,1,0,6,8,9,10,14,14,15,15,15,15,17,17,17,17,17,17,17,17,17,18,19,19,19,19,19,0,13921283,19
1173,52590,dscw80,0,0,0,0,17,100,236,353,477,605,724,826,900,978,1052,1110,1172,1228,1268,1304,1325,1485,1573,1656,1706,1727,1752,5,4636264491,1757
1173,37507,dscw80,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1858192,2
1173,51906,dscw80,1,0,0,0,0,0,0,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,4,4,4,5,0,6139361,5
1181,49440,dscw80,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,0,262745,3
1181,52978,dscw80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4,4,0,6238592,4
1173,46091,dscw80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2422767,1
1173,50535,dscw80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2044423,3
1181,40557,dscw80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,3,6,7,9,9,10,10,0,15010344,10
1173,45169,dscw80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,10,19,21,24,25,25,0,76060562,25
1173,46548,dscw80,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1293258,2
1173,50463,dscw80,1,0,0,0,0,0,3,3,5,6,7,10,12,13,15,15,17,18,18,18,19,25,25,25,25,25,25,0,26842945,25
1181,44636,dscw80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1927879,1
1181,49158,dscw80,1,0,16,44,61,84,106,132,149,167,183,198,205,217,231,240,246,250,251,252,253,270,272,279,280,283,285,4,534267077,289
1181,51174,dscw80,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1914,1
1181,53188,dscw80,1,0,4,47,85,113,134,154,167,178,186,190,196,200,203,205,206,210,212,214,216,220,221,223,227,228,228,0,484314288,228
1181,48590,dscw80,0,0,0,5,10,15,19,24,36,45,52,54,55,57,59,64,65,67,68,70,71,81,85,90,91,93,93,3,267873185,96
1181,48713,dscw80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,11804810,1
1181,49634,dscw80,1,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1666795,2
1181,52262,dscw80,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32800,1
1173,51906,dscw80,0,0,0,0,0,0,0,0,0,0,0,1,3,4,5,6,9,9,10,12,12,22,27,34,42,42,47,0,125048750,47
